timestamp,attack_neptune,attack_normal,attack_satan,count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_same_srv_rate,dst_host_srv_count,flag_S0,flag_SF,last_flag,logged_in,same_srv_rate,serror_rate,service_http,src_ip,dst_ip,protocol,src_port,dst_port,length
2024-11-07 18:17:40.733567,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,52.168.117.169,192.168.29.212,6.0,443.0,51729.0,4434
2024-11-07 18:17:40.735072,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,52.168.117.169,192.168.29.212,6.0,443.0,51729.0,204
2024-11-07 18:17:40.735072,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,1,192.168.29.212,52.168.117.169,6.0,51729.0,443.0,54
2024-11-07 18:17:40.736110,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,1,192.168.29.212,52.168.117.169,6.0,51729.0,443.0,1494
2024-11-07 18:17:40.975717,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,52.168.117.169,6.0,51729.0,443.0,450
2024-11-07 18:17:40.975717,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,52.168.117.169,192.168.29.212,6.0,443.0,51729.0,54
2024-11-07 18:17:40.990842,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,52.168.117.169,192.168.29.212,6.0,443.0,51729.0,157
2024-11-07 18:17:40.990842,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,78
2024-11-07 18:17:41.020908,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725.0,443.0,82
2024-11-07 18:17:41.021914,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,1,192.168.29.212,52.168.117.169,6.0,51729.0,443.0,54
2024-11-07 18:17:41.258830,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,54
2024-11-07 18:17:41.258830,0,1,0,1,0.0,0.0,0.0,0,0,0,FPA,0,0.0,0.0,0,52.168.117.169,192.168.29.212,6.0,443.0,51729.0,519
2024-11-07 18:17:41.258830,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,1,192.168.29.212,52.168.117.169,6.0,51729.0,443.0,54
2024-11-07 18:17:41.259859,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,52.168.117.169,6.0,51729.0,443.0,78
2024-11-07 18:17:41.259859,0,1,0,1,0.0,0.0,0.0,0,0,0,FA,0,0.0,0.0,1,192.168.29.212,52.168.117.169,6.0,51729.0,443.0,54
2024-11-07 18:17:41.260829,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,52.168.117.169,192.168.29.212,6.0,443.0,51729.0,54
2024-11-07 18:17:41.541473,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,78
2024-11-07 18:17:41.541473,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724.0,443.0,82
2024-11-07 18:17:41.556513,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,51408.0,443.0,91
2024-11-07 18:17:41.574543,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,54
2024-11-07 18:17:41.589105,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,443.0,51408.0,87
2024-11-07 18:17:41.980297,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,78
2024-11-07 18:17:41.981393,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725.0,443.0,82
2024-11-07 18:17:41.996372,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,54
2024-11-07 18:17:42.893265,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,78
2024-11-07 18:17:42.921295,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724.0,443.0,82
2024-11-07 18:17:42.921295,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,54
2024-11-07 18:17:42.979888,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,78
2024-11-07 18:17:42.981087,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725.0,443.0,82
2024-11-07 18:17:43.001105,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,54
2024-11-07 18:17:43.282610,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,62750.0,53.0,97
2024-11-07 18:17:43.283611,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,57680.0,53.0,97
2024-11-07 18:17:43.294607,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,63964.0,53.0,97
2024-11-07 18:17:43.295610,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,34.209.83.244,6.0,51538.0,443.0,159
2024-11-07 18:17:43.296611,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,34.209.83.244,6.0,51538.0,443.0,93
2024-11-07 18:17:43.296611,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,34.209.83.244,6.0,51538.0,443.0,357
2024-11-07 18:17:43.297608,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,53.0,62750.0,232
2024-11-07 18:17:43.539770,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,53.0,57680.0,202
2024-11-07 18:17:43.540798,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,53.0,63964.0,232
2024-11-07 18:17:43.541799,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,78
2024-11-07 18:17:43.561808,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724.0,443.0,82
2024-11-07 18:17:43.562813,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,54
2024-11-07 18:17:43.582038,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,34.209.83.244,192.168.29.212,6.0,443.0,51538.0,93
2024-11-07 18:17:43.596039,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,34.209.83.244,192.168.29.212,6.0,443.0,51538.0,405
2024-11-07 18:17:43.597020,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,34.209.83.244,192.168.29.212,6.0,443.0,51538.0,85
2024-11-07 18:17:43.598010,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,1,192.168.29.212,34.209.83.244,6.0,51538.0,443.0,54
2024-11-07 18:17:43.658652,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,34.209.83.244,6.0,51538.0,443.0,89
2024-11-07 18:17:43.658652,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,192.168.29.212,224.0.0.22,2.0,,,54
2024-11-07 18:17:43.836450,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,,,142
2024-11-07 18:17:43.936841,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,34.209.83.244,192.168.29.212,6.0,443.0,51538.0,54
2024-11-07 18:17:43.960350,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,443.0,55087.0,101
2024-11-07 18:17:43.965381,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,55087.0,443.0,95
2024-11-07 18:17:43.991612,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,78
2024-11-07 18:17:44.022624,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725.0,443.0,82
2024-11-07 18:17:44.023659,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,54
2024-11-07 18:17:44.205338,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,,,,443.0,50558.0,74
2024-11-07 18:17:44.205338,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,1,,,,50558.0,443.0,74
2024-11-07 18:17:44.539247,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,78
2024-11-07 18:17:44.540253,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724.0,443.0,82
2024-11-07 18:17:44.565251,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,54
2024-11-07 18:17:44.988466,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,78
2024-11-07 18:17:44.988466,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725.0,443.0,82
2024-11-07 18:17:45.020487,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,54
2024-11-07 18:17:45.160612,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,192.168.29.212,224.0.0.22,2.0,,,54
2024-11-07 18:17:45.540061,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,78
2024-11-07 18:17:45.541073,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724.0,443.0,82
2024-11-07 18:17:45.563583,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,54
2024-11-07 18:17:45.995422,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,78
2024-11-07 18:17:45.996441,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725.0,443.0,82
2024-11-07 18:17:46.027440,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,54
2024-11-07 18:17:46.544946,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,78
2024-11-07 18:17:46.566913,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724.0,443.0,82
2024-11-07 18:17:46.567915,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,54
2024-11-07 18:17:46.988837,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,78
2024-11-07 18:17:47.019819,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725.0,443.0,82
2024-11-07 18:17:47.020820,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,54
2024-11-07 18:17:47.139751,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,443.0,55087.0,204
2024-11-07 18:17:47.145355,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,55087.0,443.0,95
2024-11-07 18:17:47.147324,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,443.0,55087.0,204
2024-11-07 18:17:47.153323,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,55087.0,443.0,95
2024-11-07 18:17:47.179325,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,443.0,55087.0,204
2024-11-07 18:17:47.184354,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,443.0,55087.0,204
2024-11-07 18:17:47.184354,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,443.0,55087.0,204
2024-11-07 18:17:47.185355,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,55087.0,443.0,95
2024-11-07 18:17:47.661665,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,78
2024-11-07 18:17:47.661665,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724.0,443.0,82
2024-11-07 18:17:47.680987,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,54
2024-11-07 18:17:47.980303,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,78
2024-11-07 18:17:47.981300,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725.0,443.0,82
2024-11-07 18:17:47.999300,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,51408.0,443.0,91
2024-11-07 18:17:48.000271,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,54
2024-11-07 18:17:48.026285,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,443.0,51408.0,87
2024-11-07 18:17:48.539684,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,78
2024-11-07 18:17:48.539684,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724.0,443.0,82
2024-11-07 18:17:48.561190,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51724.0,54
2024-11-07 18:17:48.980893,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,78
2024-11-07 18:17:48.980893,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725.0,443.0,82
2024-11-07 18:17:48.997876,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443.0,51725.0,54
2024-11-07 18:17:49.324627,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,,,,443.0,50558.0,74
2024-11-07 18:17:49.539937,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,1,,,,50558.0,443.0,74
2024-11-07 18:17:49.614481,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51724,78
2024-11-07 18:17:49.981612,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724,443,82
2024-11-07 18:17:49.981612,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51724,54
2024-11-07 18:17:49.981612,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51725,78
2024-11-07 18:17:50.003605,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725,443,82
2024-11-07 18:17:50.003605,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51725,54
2024-11-07 18:17:50.400452,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,192.168.29.212,224.0.0.251,17.0,5353,5353,254
2024-11-07 18:17:50.401456,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,5353,5353,274
2024-11-07 18:17:50.539878,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,192.168.29.212,224.0.0.251,17.0,5353,5353,93
2024-11-07 18:17:50.540848,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,5353,5353,113
2024-11-07 18:17:50.540848,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51724,78
2024-11-07 18:17:50.562385,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724,443,82
2024-11-07 18:17:50.562385,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51724,54
2024-11-07 18:17:50.666263,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,192.168.29.212,224.0.0.251,17.0,5353,5353,93
2024-11-07 18:17:50.666263,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,5353,5353,113
2024-11-07 18:17:50.932066,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,192.168.29.212,224.0.0.251,17.0,5353,5353,93
2024-11-07 18:17:50.932066,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,5353,5353,113
2024-11-07 18:17:50.980721,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51725,78
2024-11-07 18:17:50.981738,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725,443,82
2024-11-07 18:17:50.998737,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51725,54
2024-11-07 18:17:51.199383,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,192.168.29.212,224.0.0.251,17.0,5353,5353,375
2024-11-07 18:17:51.202384,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,5353,5353,395
2024-11-07 18:17:51.541587,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,192.168.29.212,224.0.0.251,17.0,5353,5353,311
2024-11-07 18:17:51.542587,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,5353,5353,331
2024-11-07 18:17:51.542587,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51724,78
2024-11-07 18:17:51.559100,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724,443,82
2024-11-07 18:17:51.560102,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51724,54
2024-11-07 18:17:51.980662,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51725,78
2024-11-07 18:17:51.980662,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725,443,82
2024-11-07 18:17:52.002663,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51725,54
2024-11-07 18:17:52.710512,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51724,78
2024-11-07 18:17:52.711511,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724,443,82
2024-11-07 18:17:52.731507,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51724,54
2024-11-07 18:17:52.980425,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51725,78
2024-11-07 18:17:52.981437,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725,443,82
2024-11-07 18:17:53.000440,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51725,54
2024-11-07 18:17:53.547549,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51724,78
2024-11-07 18:17:53.580552,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51724,443,82
2024-11-07 18:17:53.581134,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51724,54
2024-11-07 18:17:53.989968,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51725,78
2024-11-07 18:17:54.019958,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,35.201.127.49,6.0,51725,443,82
2024-11-07 18:17:54.019958,0,1,0,1,0.0,0.0,0.0,0,0,0,A,0,0.0,0.0,0,35.201.127.49,192.168.29.212,6.0,443,51725,54
2024-11-07 18:17:54.384191,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,50443,53,112
2024-11-07 18:17:54.384191,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,65316,53,112
2024-11-07 18:17:54.385190,0,1,0,1,0.0,0.0,0.0,0,0,0,,0,0.0,0.0,0,,,,55878,53,112
2024-11-07 18:17:54.385190,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,13.89.178.27,6.0,51699,443,173
2024-11-07 18:17:54.386188,0,1,0,1,0.0,0.0,0.0,0,0,0,PA,0,0.0,0.0,1,192.168.29.212,13.89.178.27,6.0,51699,443,93
